tdp,runTime,cores,memory,carbonEmission,coreType_GPU
3.8,1487.968066,78,290.2,455551.1396,0
10.8,1488.18403,80,290.4,1095030.408,0
15.8,1488.431308,82,290.6,1581519.593,0
13.1,1489.52737,84,290.8,1362701.743,0
8.1,1490.310321,86,291.0,908022.8517,0
13.1,1490.323701,88,291.2,1422705.139,0
10.4,1492.2611,90,291.4,1179772.134,0
6.6,1492.738331,92,291.6,808748.8153,0
7.8,1493.028864,94,291.8,951375.4264,0
4.4,1493.135004,96,292.0,600285.9144,0
10.5,1493.562765,98,292.2,1286269.377,0
14.4,1493.649797,100,292.4,1751068.07,0
14.4,1495.122334,102,292.6,1785469.473,0
11.5,1496.549388,104,292.8,1478256.278,0
10.0,1496.958407,106,293.0,1324654.805,0
7.5,1498.582056,108,293.2,1042615.347,0
13.0,1500.030088,110,293.4,1747617.476,0
11.3,1500.537326,112,293.6,1561580.222,0
6.7,1500.649031,114,293.8,991832.9667,0
8.1,1501.94106,116,294.0,1192618.451,0
8.1,1503.936953,118,294.2,1212728.49,0
6.6,1505.894058,120,294.4,1027696.051,0
10.5,1507.494627,122,294.6,1586816.794,0
11.9,1507.817793,124,294.8,1809325.969,0
14.4,1509.518487,126,295.0,2198537.777,0
10.3,1511.164027,128,295.2,1633711.748,0
6.8,1512.329072,130,295.4,1137821.59,0
9.4,1513.136958,132,295.6,1547143.206,0
7.5,1514.828512,134,295.8,1278604.187,0
7.5,1515.024347,136,296.0,1296055.227,0
6.3,1516.540371,138,296.2,1124573.68,0
10.0,1518.10622,140,296.4,1735490.585,0
3.8,1518.407189,142,296.6,747107.2179,0
7.1,1519.256566,144,296.8,1302778.162,0
23.8,1520.035269,146,297.0,4124969.61,0
15.8,1520.142111,148,297.2,2817847.511,0
11.3,1521.643353,150,297.4,2079713.976,0
7.5,1523.607286,152,297.6,1442467.027,0
4.2,1525.484132,154,297.8,874879.0175,0
15.0,1527.224399,156,298.0,2833169.7,0
17.5,1529.03971,158,298.2,3328474.151,0
23.8,1529.20837,160,298.4,4536119.979,0
16.3,1530.976158,162,298.6,3188712.243,0
15.5,1531.286343,164,298.8,3075167.632,0
22.8,1531.709597,166,299.0,4516902.384,0
22.8,1532.907328,168,299.2,4573427.009,0
16.3,1534.290417,170,299.4,3347390.804,0
16.3,1535.086552,172,299.6,3387091.344,0
10.8,1536.640777,174,299.8,2315485.115,0
10.8,1538.053709,176,300.0,2342845.866,0
10.8,1538.643009,178,300.2,2368984.866,0
10.8,1540.307906,180,300.4,2396816.895,0
15.8,1540.550816,182,300.6,3483534.889,0
19.3,1541.474076,184,300.8,4273936.684,0
21.0,1542.787134,186,301.0,4691964.515,0
10.8,1543.098385,188,301.2,2502416.799,0
10.8,1544.116035,190,301.4,2529398.234,0
15.8,1545.646939,192,301.6,3680332.861,0
8.1,1546.121516,194,301.8,1970447.89,0
15.6,1546.913659,196,302.0,3711623.27,0
21.7,1547.924301,198,302.2,5165734.135,0
23.8,1549.341235,200,302.4,5713961.369,0
15.8,1550.05505,202,302.6,3876631.87,0
8.1,1551.238227,204,302.8,2072508.081,0
11.9,1552.646256,206,303.0,3013431.934,0
12.5,1553.857357,208,303.2,3190635.516,0
10.5,1555.133673,210,303.4,2728410.962,0
16.5,1555.726515,212,303.6,4252038.851,0
13.8,1556.185952,214,303.8,3611694.004,0
11.9,1556.576016,216,304.0,3161696.136,0
15.8,1557.907256,218,304.2,4195060.528,0
15.6,1559.39597,220,304.4,4184521.832,0
16.3,1561.103226,222,304.6,4409670.947,0
16.3,1562.784408,224,304.8,4453068.389,0
7.5,1563.530784,226,305.0,2140314.048,0
10.8,1564.210808,228,305.2,3049870.125,0
10.8,1565.896542,230,305.4,3078845.377,0
16.3,1567.277469,232,305.6,4620909.91,0
3.8,1568.837458,234,305.8,1191111.079,0
10.8,1569.434881,236,306.0,3163041.864,0
15.8,1569.645285,238,306.2,4602970.41,0
13.1,1571.417551,240,306.4,3875128.237,0
8.1,1572.889685,242,306.6,2469551.488,0
13.1,1574.218627,244,306.8,3944647.348,0
10.4,1574.786194,246,307.0,3185713.334,0
6.6,1575.420863,248,307.2,2088169.819,0
7.8,1577.337417,250,307.4,2464713.238,0
4.4,1578.808663,252,307.6,1461896.983,0
10.5,1578.822529,254,307.8,3324009.034,0
14.4,1579.080794,256,308.0,4542998.693,0
14.4,1579.36411,258,308.2,4578329.933,0
11.5,1580.050067,260,308.4,3713137.795,0
10.0,1580.615516,262,308.6,3271912.834,0
7.5,1581.914671,264,308.8,2508409.42,0
13.0,1583.519736,266,309.0,4282471.613,0
11.3,1584.986246,268,309.2,3771161.557,0
6.7,1585.687834,270,309.4,2309431.395,0
8.1,1587.572587,272,309.6,2785935.769,0
8.1,1589.198816,274,309.8,2808364.976,0
6.6,1589.464769,276,310.0,2330359.264,0
10.5,1591.382409,278,310.2,3655058.369,0
11.9,1593.205264,280,310.4,4157355.524,0
14.4,1593.309967,282,310.6,5036607.877,0
10.3,1594.431574,284,310.8,3669813.448,0
6.8,1595.604833,286,311.0,2488597.08,0
9.4,1596.671508,288,311.2,3411699.403,0
7.5,1598.339155,290,311.4,2771525.648,0
7.5,1598.558571,292,311.6,2790144.947,0
6.3,1599.224743,294,311.8,2382518.983,0
10.0,1599.447079,296,312.0,3724026.855,0
3.8,1601.255242,298,312.2,1513360.174,0
7.1,1601.384995,300,312.4,2722716.29,0
23.8,1603.269319,302,312.6,8863298.391,0
15.8,1604.454919,304,312.8,5974385.828,0
11.3,1604.85982,306,313.0,4341750.689,0
7.5,1606.325394,308,313.2,2950320.839,0
4.2,1608.19753,310,313.4,1726904.022,0
15.0,1608.7759,312,313.6,5840824.394,0
17.5,1609.97561,314,313.8,6838392.479,0
23.8,1610.52499,316,314.0,9310206.149,0
16.3,1611.949569,318,314.2,6466791.664,0
15.5,1612.75792,320,314.4,6197430.084,0
22.8,1614.720312,322,314.6,9115723.394,0
22.8,1615.16264,324,314.8,9174056.677,0
16.3,1615.640698,326,315.0,6641422.666,0
16.3,1617.137314,328,315.2,6687567.577,0
10.8,1619.016473,330,315.4,4511282.434,0
10.8,1620.213241,332,315.6,4541196.648,0
10.8,1621.871056,334,315.8,4572449.932,0
10.8,1622.951203,336,316.0,4602119.547,0
15.8,1624.244505,338,316.2,6710040.719,0
19.3,1625.242909,340,316.4,8216958.864,0
21.0,1626.167807,342,316.6,8984828.683,0
10.8,1626.946135,344,316.8,4720207.58,0
10.8,1628.29155,346,317.0,4750823.016,0
15.8,1628.609786,348,317.2,6923293.586,0
8.1,1628.637508,350,317.4,3640386.223,0
15.6,1629.386178,352,317.6,6917898.446,0
21.7,1630.287921,354,317.8,9624861.771,0
23.8,1631.04658,356,318.0,10605924.01,0
15.8,1632.261606,358,318.2,7134474.495,0
8.1,1632.326926,360,318.4,3749166.33,0
11.9,1634.05801,362,318.6,5474587.064,0
12.5,1635.073196,364,318.8,5777815.041,0
10.5,1635.15755,366,319.0,4903212.369,0
16.5,1635.431799,368,319.2,7663230.784,0
13.8,1637.148355,370,319.4,6474375.967,0
11.9,1638.837827,372,319.6,5638670.461,0
15.8,1639.094232,374,319.8,7478700.712,0
15.6,1639.267452,376,320.0,7425487.909,0
16.3,1640.513843,378,320.2,7798511.618,0
16.3,1641.649608,380,320.4,7844509.67,0
7.5,1642.30716,382,320.6,3709713.537,0
10.8,1642.449946,384,320.8,5304074.13,0
10.8,1643.368442,386,321.0,5333999.649,0
16.3,1644.532527,388,321.2,8020966.541,0
3.8,1644.89963,390,321.4,1994123.014,0
10.8,1645.966565,392,321.6,5423438.508,0
15.8,1646.92174,394,321.8,7909243.605,0
13.1,1647.736782,396,322.0,6619223.706,0
8.1,1649.421255,398,322.2,4174456.602,0
13.1,1650.823839,400,322.4,6697283.379,0
10.4,1652.183633,1,322.6,163275.9683,0
6.6,1652.806007,2,322.8,166933.3916,0
7.8,1654.516583,4,323.0,189740.2454,0
4.4,1655.062853,6,323.2,183883.354,0
10.5,1655.667812,8,323.4,256224.6486,0
14.4,1655.8295,10,323.6,331538.6343,0
14.4,1657.698211,12,323.8,368140.8906,0
11.5,1659.384833,14,324.0,353788.8027,0
10.0,1659.797843,16,324.2,352714.1866,0
7.5,1661.339189,18,324.4,321699.6558,0
13.0,1661.427629,20,324.6,478997.5927,0
11.3,1662.235104,22,324.8,464981.6873,0
6.7,1662.391534,24,325.0,354646.89,0
8.1,1663.556906,26,325.2,417692.9182,0
8.1,1665.451395,28,325.4,438683.2938,0
6.6,1666.491058,30,325.6,402724.825,0
10.5,1667.586075,32,325.8,577261.3114,0
11.9,1668.273131,34,326.0,664212.9427,0
14.4,1670.139739,36,326.2,808903.8545,0
10.3,1670.800501,38,326.4,648715.0209,0
6.8,1672.224938,40,326.6,498241.4636,0
9.4,1672.929814,42,326.8,654035.5144,0
7.5,1673.2586,44,327.0,572192.3398,0
7.5,1674.64764,46,327.2,591774.3132,0
6.3,1675.511359,48,327.4,538150.5307,0
10.0,1677.436737,50,327.6,789739.2387,0
3.8,1678.245091,52,327.8,406098.1685,0
7.1,1679.668407,54,328.0,642745.3996,0
23.8,1680.728111,56,328.2,1850982.283,0
15.8,1681.162027,58,328.4,1321713.623,0
11.3,1681.971076,60,328.6,1018950.39,0
7.5,1682.591712,62,328.8,748162.4212,0
4.2,1683.301488,64,329.0,498603.7694,0
15.0,1683.430197,66,329.2,1417653.993,0
17.5,1685.267681,68,329.4,1674404.611,0
23.8,1686.120823,70,329.6,2282812.22,0
16.3,1687.247468,72,329.8,1655618.468,0
15.5,1688.041788,74,330.0,1622507.84,0
22.8,1688.61906,76,330.2,2371855.778,0
22.8,1690.231097,78,330.4,2432551.349,0
16.3,1691.638079,80,330.6,1827267.608,0
16.3,1692.48587,82,330.8,1870039.547,0
10.8,1693.682475,84,331.0,1321005.038,0
10.8,1694.816551,86,331.2,1349692.935,0
10.8,1695.457322,88,331.4,1378017.096,0
10.8,1697.164691,90,331.6,1407246.679,0
15.8,1697.484581,92,331.8,2026361.404,0
19.3,1698.636378,94,332.0,2491440.947,0
21.0,1700.544774,96,332.2,2754073.507,0
10.8,1701.24621,98,332.4,1522266.335,0
10.8,1702.707019,100,332.6,1551506.265,0
15.8,1703.461563,102,332.8,2237687.883,0
8.1,1705.456198,104,333.0,1247504.519,0
15.6,1707.204834,106,333.2,2297067.699,0
21.7,1707.737571,108,333.4,3189738.9,0
23.8,1708.882398,110,333.6,3546886.515,0
15.8,1709.438546,112,333.8,2450447.268,0
8.1,1711.092125,114,334.0,1357011.542,0
11.9,1711.108927,116,334.2,1948981.904,0
12.5,1712.733888,118,334.4,2073562.116,0
10.5,1713.810412,120,334.6,1796076.033,0
16.5,1715.165748,122,334.8,2775115.295,0
13.8,1715.990661,124,335.0,2384570.559,0
11.9,1716.716907,126,335.2,2110475.456,0
15.8,1716.887121,128,335.4,2790405.933,0
15.6,1717.751406,130,335.6,2799188.202,0
16.3,1719.522797,132,335.8,2963033.196,0
16.3,1720.622832,134,336.0,3007480.764,0
7.5,1721.872743,136,336.2,1492522.929,0
10.8,1723.357587,138,336.4,2107483.01,0
10.8,1723.483877,140,336.6,2135911.098,0
16.3,1723.491446,142,336.8,3182986.668,0
3.8,1725.320374,144,337.0,878491.7706,0
10.8,1725.822897,146,337.2,2223745.901,0
15.8,1727.308212,148,337.4,3221442.942,0
13.1,1727.357658,150,337.6,2733450.157,0
8.1,1729.125579,152,337.8,1775994.767,0
13.1,1729.658949,154,338.0,2805885.812,0
10.4,1730.830871,156,338.2,2290423.948,0
6.6,1731.34928,158,338.4,1531688.656,0
7.8,1732.732701,160,338.6,1802123.112,0
4.4,1734.693684,162,338.8,1101569.362,0
10.5,1736.254674,164,339.0,2428880.466,0
14.4,1736.475038,166,339.2,3307763.911,0
14.4,1738.375993,168,339.4,3349376.251,0
11.5,1739.616631,170,339.6,2740663.477,0
10.0,1739.751084,172,339.8,2431530.505,0
7.5,1741.671576,174,340.0,1887246.633,0
13.0,1742.133519,176,340.2,3184011.026,0
11.3,1742.638065,178,340.4,2820206.153,0
6.7,1744.263828,180,340.6,1759651.425,0
8.1,1745.747108,182,340.8,2115623.323,0
8.1,1746.855592,184,341.0,2138484.084,0
6.6,1748.402303,186,341.2,1792706.018,0
10.5,1749.459151,188,341.4,2782216.01,0
11.9,1749.69776,190,341.6,3162770.159,0
14.4,1750.436957,192,341.8,3831672.619,0
10.3,1750.692989,194,342.0,2816540.82,0
6.8,1750.942418,196,342.2,1935220.322,0
9.4,1751.336127,198,342.4,2636173.114,0
7.5,1751.638566,200,342.6,2157856.965,0
7.5,1752.492978,202,342.8,2178904.675,0
6.3,1753.309419,204,343.0,1875064.779,0
10.0,1754.376013,206,343.2,2905120.652,0
3.8,1755.635629,208,343.4,1220259.819,0
7.1,1756.349061,210,343.6,2152190.97,0
23.8,1757.061662,212,343.8,6880355.632,0
15.8,1758.741124,214,344.0,4671462.888,0
11.3,1759.298786,216,344.2,3420831.605,0
7.5,1760.115846,218,344.4,2349039.332,0
4.2,1761.648766,220,344.6,1403171.122,0
15.0,1763.268361,222,344.8,4615555.173,0
17.5,1763.728195,224,345.0,5404464.639,0
23.8,1765.516976,226,345.2,7359410.542,0
16.3,1765.837364,228,345.4,5139010.798,0
15.5,1766.048296,230,345.6,4937350.581,0
22.8,1767.495953,232,345.8,7248628.96,0
22.8,1768.18507,234,346.0,7312581.231,0
16.3,1769.125805,236,346.2,5323587.053,0
16.3,1769.733684,238,346.4,5369182.819,0
10.8,1771.29087,240,346.6,3648054.188,0
10.8,1772.071128,242,346.8,3678731.883,0
10.8,1772.172528,244,347.0,3708014.769,0
10.8,1772.736973,246,347.2,3738277.43,0
15.8,1772.796337,248,347.4,5431304.189,0
19.3,1774.46655,250,347.6,6654133.686,0
21.0,1774.567382,252,347.8,7281853.548,0
10.8,1776.331523,254,348.0,3862419.916,0
10.8,1778.17249,256,348.2,3895593.69,0
15.8,1779.306052,258,348.4,5664530.823,0
8.1,1780.689222,260,348.6,3013401.579,0
15.6,1781.406282,262,348.8,5685979.64,0
21.7,1782.552829,264,349.0,7904543.714,0
23.8,1783.110504,266,349.2,8719574.029,0
15.8,1785.100728,268,349.4,5896955.997,0
8.1,1785.604325,270,349.6,3131692.841,0
11.9,1787.101965,272,349.8,4554397.677,0
12.5,1789.095751,274,350.0,4814426.226,0
10.5,1790.503783,276,350.2,4104130.074,0
16.5,1790.644191,278,350.4,6393651.407,0
13.8,1792.420948,280,350.6,5419243.721,0
11.9,1794.372195,282,350.8,4735047.879,0
15.8,1795.220053,284,351.0,6274689.208,0
15.6,1795.419234,286,351.2,6240698.474,0
16.3,1795.952938,288,351.4,6559103.657,0
16.3,1797.036667,290,351.6,6607503.384,0
7.5,1798.425179,292,351.8,3159377.828,0
10.8,1799.025995,294,352.0,4502024.566,0
10.8,1800.018647,296,352.2,4534037.853,0
16.3,1801.059527,298,352.4,6800460.054,0
3.8,1802.570622,300,352.6,1734525.677,0
10.8,1803.11923,302,352.8,4630588.045,0
15.8,1803.839317,304,353.0,6737262.698,0
13.1,1804.444796,306,353.2,5654406.111,0
8.1,1805.010577,308,353.4,3588170.081,0
13.1,1805.415749,310,353.6,5729255.761,0
10.4,1806.45525,312,353.8,4616694.525,0
6.6,1806.545624,314,354.0,3013965.499,0
7.8,1807.051996,316,354.2,3551604.282,0
4.4,1808.620604,318,354.4,2096085.062,0
10.5,1809.635135,320,354.6,4783015.616,0
14.4,1811.289103,322,354.8,6537884.814,0
14.4,1812.09943,324,355.0,6580412.157,0
11.5,1812.177306,326,355.2,5323592.198,0
10.0,1812.96774,328,355.4,4682457.337,0
7.5,1813.798162,330,355.6,3579582.007,0
13.0,1815.612249,332,355.8,6113159.151,0
11.3,1815.829369,334,356.0,5369364.219,0
6.7,1816.216634,336,356.2,3277014.751,0
8.1,1817.706042,338,356.4,3949259.451,0
8.1,1819.021675,340,356.6,3974524.222,0
6.6,1820.032564,342,356.8,3292472.996,0
10.5,1820.291459,344,357.0,5159602.704,0
11.9,1821.745055,346,357.2,5860690.186,0
14.4,1823.603817,348,357.4,7100435.339,0
10.3,1823.820197,350,357.6,5160250.548,0
6.8,1825.239757,352,357.8,3490841.75,0
9.4,1825.638699,354,358.0,4782294.57,0
7.5,1826.138091,356,358.2,3874795.548,0
7.5,1826.391112,358,358.4,3896170.72,0
6.3,1826.576917,360,358.6,3320169.759,0
10.0,1827.366715,362,358.8,5191649.567,0
3.8,1829.139373,364,359.0,2100086.391,0
7.1,1830.451402,366,359.2,3785544.32,0
23.8,1830.7444,368,359.4,12321574.59,0
15.8,1831.238368,370,359.6,8288349.235,0
11.3,1831.878172,372,359.8,6014148.934,0
7.5,1832.344282,374,360.0,4076120.156,0
4.2,1832.842755,376,360.2,2376856.945,0
15.0,1833.896255,378,360.4,8056498.608,0
17.5,1835.561743,380,360.6,9425428.072,0
23.8,1837.474951,382,360.8,12830994.57,0
16.3,1838.214911,384,361.0,8895537.791,0
15.5,1839.050874,386,361.2,8515234.17,0
22.8,1839.34487,388,361.4,12503005.99,0
22.8,1839.457788,390,361.6,12567363.6,0
16.3,1840.95662,392,361.8,9090917.322,0
16.3,1842.423865,394,362.0,9143727.024,0
10.8,1843.908149,396,362.2,6157050.466,0
10.8,1844.446344,398,362.4,6189105.599,0
10.8,1845.871995,400,362.6,6224170.84,0
10.8,1847.203772,1,362.8,204043.899,0
15.8,1847.891868,2,363.0,233315.5584,0
19.3,1849.029343,4,363.2,297380.1149,0
21.0,1849.382643,6,363.4,365849.3073,0
10.8,1850.585699,8,363.6,310725.2554,0
10.8,1852.167858,10,363.8,341375.6111,0
15.8,1853.727114,12,364.0,456255.9299,0
8.1,1854.034869,14,364.2,349506.5072,0
15.6,1854.21177,16,364.4,540788.985,0
21.7,1854.661229,18,364.6,738953.5658,0
23.8,1854.92757,20,364.8,859061.8441,0
15.8,1855.353135,22,365.0,679054.6603,0
8.1,1856.31272,24,365.2,464264.3633,0
11.9,1856.478222,26,365.4,625999.9744,0
12.5,1857.220562,28,365.6,683425.9572,0
10.5,1857.220867,30,365.8,634331.6957,0
16.5,1858.336566,32,366.0,934409.0664,0
13.8,1859.291975,34,366.2,852247.6484,0
11.9,1859.316836,36,366.4,794947.0706,0
15.8,1860.302993,38,366.6,1037653.26,0
15.6,1860.744062,40,366.8,1071241.386,0
16.3,1862.417417,42,367.0,1157732.835,0
16.3,1863.887221,44,367.2,1204741.54,0
7.5,1865.773656,46,367.4,680459.3973,0
10.8,1866.197433,48,367.6,925643.6748,0
10.8,1867.689013,50,367.8,957022.8308,0
16.3,1868.917904,52,368.0,1392870.945,0
3.8,1869.657994,54,368.2,484466.497,0
10.8,1871.277633,56,368.4,1050956.263,0
15.8,1873.125141,58,368.6,1493862.939,0
13.1,1874.822199,60,368.8,1310283.125,0
8.1,1876.250988,62,369.0,908365.3785,0
13.1,1876.543068,64,369.2,1386121.843,0
10.4,1877.869739,66,369.4,1171167.476,0
6.6,1877.96508,68,369.6,833610.7272,0
7.8,1877.990284,70,369.8,971888.7066,0
4.4,1879.280935,72,370.0,646651.9024,0
10.5,1880.748577,74,370.2,1302355.864,0
14.4,1882.041176,76,370.4,1755485.254,0
14.4,1882.885374,78,370.6,1797422.121,0
11.5,1883.50414,80,370.8,1508440.802,0
10.0,1885.114237,82,371.0,1367156.54,0
7.5,1886.032087,84,371.2,1096704.487,0
13.0,1886.076204,86,371.4,1793470.376,0
11.3,1887.923684,88,371.6,1618718.252,0
6.7,1889.720592,90,371.8,1060551.232,0
8.1,1891.221532,92,372.0,1265048.56,0
8.1,1891.600219,94,372.2,1288602.221,0
6.6,1892.017404,96,372.4,1105980.281,0
10.5,1893.868907,98,372.6,1673946.236,0
11.9,1894.341445,100,372.8,1905309.979,0
14.4,1895.153233,102,373.0,2306143.675,0
10.3,1896.994209,104,373.2,1737619.941,0
6.8,1898.497385,106,373.4,1235603.691,0
9.4,1899.204584,108,373.6,1659360.754,0
7.5,1899.829815,110,373.8,1386518.298,0
7.5,1900.665089,112,374.0,1408813.621,0
6.3,1901.116873,114,374.2,1233996.162,0
10.0,1902.081154,116,374.4,1870763.262,0
3.8,1904.07824,118,374.6,847309.7964,0
7.1,1904.148058,120,374.8,1429119.231,0
23.8,1905.697709,122,375.0,4389575.586,0
15.8,1905.948564,124,375.2,3027898.34,0
11.3,1906.839118,126,375.4,2256708.112,0
7.5,1906.851653,128,375.6,1587449.764,0
4.2,1907.566836,130,375.8,990421.9046,0
15.0,1907.874107,132,376.0,3061423.444,0
17.5,1909.217647,134,376.2,3591127.925,0
23.8,1909.476266,136,376.4,4880586.568,0
16.3,1911.354777,138,376.6,3457062.481,0
15.5,1911.872243,140,376.8,3343210.227,0
22.8,1913.079637,142,377.0,4891278.712,0
22.8,1913.61319,144,377.2,4958796.479,0
16.3,1914.550247,146,377.4,3652233.952,0
16.3,1915.124666,148,377.6,3700691.89,0
10.8,1916.930089,150,377.8,2554610.537,0
10.8,1917.556811,152,378.0,2586903.146,0
10.8,1918.695688,154,378.2,2619915.647,0
10.8,1919.65365,156,378.4,2652715.515,0
15.8,1920.799735,158,378.6,3834319.688,0
19.3,1922.152206,160,378.8,4697807.426,0
21.0,1922.845764,162,379.0,5156593.5,0
10.8,1924.5817,164,379.2,2785816.031,0
10.8,1924.847423,166,379.4,2817777.669,0
15.8,1925.675901,168,379.6,4074881.549,0
8.1,1927.037099,170,379.8,2214743.33,0
15.6,1927.824462,172,380.0,4121668.333,0
21.7,1928.804984,174,380.2,5718926.2,0
23.8,1930.54504,176,380.4,6327664.126,0
15.8,1931.885422,178,380.6,4319593.718,0
8.1,1932.205943,180,380.8,2339686.525,0
11.9,1934.177707,182,381.0,3378356.648,0
12.5,1935.294405,184,381.2,3576989.825,0
10.5,1936.970546,186,381.4,3071477.961,0
16.5,1938.318975,188,381.6,4759388.709,0
13.8,1939.636787,190,381.8,4058061.584,0
11.9,1940.272722,192,382.0,3564306.899,0
15.8,1940.410198,194,382.2,4710805.367,0
15.6,1940.674682,196,382.4,4700393.614,0
16.3,1942.539514,198,382.6,4954670.718,0
16.3,1943.467663,200,382.8,5005101.173,0
7.5,1943.480596,202,383.0,2438390.004,0
10.8,1943.637359,204,383.2,3451103.995,0
10.8,1944.024643,206,383.4,3483683.258,0
16.3,1944.575554,208,383.6,5200316.382,0
3.8,1945.910239,210,383.8,1385868.556,0
10.8,1945.973044,212,384.0,3582945.492,0
15.8,1947.569822,214,384.2,5195091.856,0
13.1,1948.605946,216,384.4,4384435.104,0
8.1,1949.655705,218,384.6,2817110.205,0
13.1,1950.859108,220,384.8,4467096.616,0
10.4,1952.267361,222,385.0,3623455.509,0
6.6,1953.006821,224,385.2,2397451.832,0
7.8,1953.296896,226,385.4,2818376.807,0
4.4,1953.786579,228,385.6,1695914.592,0
10.5,1954.474161,230,385.8,3785093.588,0
14.4,1956.107463,232,386.0,5159044.933,0
14.4,1957.918673,234,386.2,5206611.074,0
11.5,1958.215675,236,386.4,4235827.401,0
10.0,1959.061473,238,386.6,3742522.453,0
7.5,1959.807616,240,386.8,2883724.593,0
13.0,1960.442698,242,387.0,4881984.301,0
11.3,1960.485964,244,387.2,4305282.675,0
6.7,1961.410807,246,387.4,2661061.065,0
8.1,1961.908509,248,387.6,3197310.598,0
8.1,1962.940929,250,387.8,3223172.243,0
6.6,1963.302714,252,388.0,2686249.638,0
10.5,1964.096725,254,388.2,4179676.206,0
11.9,1964.918376,256,388.4,4745780.066,0
14.4,1965.093834,258,388.6,5741044.371,0
10.3,1966.424307,260,388.8,4201333.802,0
6.8,1968.117687,262,389.0,2869763.97,0
9.4,1968.523043,264,389.2,3913417.452,0
7.5,1969.680545,266,389.4,3190403.092,0
7.5,1970.275458,268,389.6,3213846.66,0
6.3,1972.236357,270,389.8,2755899.413,0
10.0,1974.017046,272,390.0,4280975.542,0
3.8,1975.271595,274,390.2,1773937.1,0
7.1,1977.07025,276,390.4,3149957.472,0
23.8,1978.344799,278,390.6,10125026.55,0
15.8,1980.092606,280,390.8,6848361.221,0
11.3,1981.482619,282,391.0,4997502.909,0
7.5,1982.992755,284,391.2,3415591.099,0
4.2,1983.566589,286,391.4,2022268.371,0
15.0,1985.331986,288,391.6,6710654.061,0
17.5,1986.348098,290,391.8,7849284.24,0
23.8,1988.068364,292,392.0,10676949.81,0
16.3,1988.57258,294,392.2,7432654.924,0
15.5,1988.731288,296,392.4,7125993.162,0
22.8,1990.043702,298,392.6,10454129.82,0
22.8,1990.138736,300,392.8,10523428.15,0
16.3,1991.562366,302,393.0,7640839.853,0
16.3,1993.098531,304,393.2,7696024.015,0
10.8,1993.467754,306,393.4,5207420.951,0
10.8,1994.995569,308,393.6,5244139.756,0
10.8,1996.97036,310,393.8,5282090.962,0
10.8,1997.788082,312,394.0,5317027.473,0
15.8,1998.765187,314,394.2,7727545.329,0
19.3,1999.486804,316,394.4,9452053.546,0
21.0,2000.376988,318,394.6,10333306.5,0
10.8,2001.391166,320,394.8,5457947.728,0
10.8,2003.284183,322,395.0,5495973.887,0
15.8,2004.175806,324,395.2,7988701.325,0
8.1,2005.632159,326,395.4,4232060.923,0
15.6,2005.981635,328,395.6,7992481.758,0
21.7,2007.859719,330,395.8,11106656.06,0
23.8,2009.037085,332,396.0,12239434.53,0
15.8,2010.194608,334,396.2,8253651.583,0
8.1,2012.177889,336,396.4,4369801.029,0
11.9,2012.248087,338,396.6,6350913.387,0
12.5,2012.267138,340,396.8,6698035.384,0
10.5,2013.638234,342,397.0,5698345.839,0
16.5,2015.164965,344,397.2,8882890.355,0
13.8,2015.740648,346,397.4,7510609.15,0
11.9,2017.188446,348,397.6,6548759.472,0
15.8,2018.522055,350,397.8,8674974.975,0
15.6,2019.846251,352,398.0,8621463.338,0
16.3,2020.890041,354,398.2,9052781.495,0
16.3,2021.214872,356,398.4,9104222.444,0
7.5,2022.209764,358,398.6,4336822.648,0
10.8,2022.435353,360,398.8,6178895.427,0
10.8,2024.08672,362,399.0,6217145.66,0
16.3,2025.061333,364,399.2,9321872.032,0
3.8,2026.442402,366,399.4,2361353.872,0
10.8,2027.079301,368,399.6,6326099.952,0
15.8,2028.7163,370,399.8,9205145.271,0
13.1,2029.705611,372,400.0,7715296.017,0
8.1,2030.981893,374,400.2,4885964.651,0
13.1,2031.921117,376,400.4,7804533.482,0
10.4,2032.523679,378,400.6,6277206.15,0
6.6,2033.773432,380,400.8,4090424.377,0
7.8,2034.34792,382,401.0,4817841.553,0
4.4,2035.120506,384,401.2,2832751.619,0
10.5,2035.636367,386,401.4,6474939.02,0
14.4,2035.668598,388,401.6,8838977.362,0
14.4,2036.035644,390,401.8,8885067.547,0
11.5,2037.322517,392,402.0,7182258.485,0
10.0,2038.288619,394,402.2,6309506.012,0
7.5,2039.059566,396,402.4,4814988.889,0
13.0,2040.830951,398,402.6,8223714.924,0
11.3,2042.780496,400,402.8,7220514.089,0
6.7,2044.005568,1,403.0,242606.3356,0
8.1,2045.258518,2,403.2,257576.4715,0
8.1,2046.546726,4,403.4,282947.6621,0
6.6,2047.809586,6,403.6,294397.3046,0
10.5,2049.16767,8,403.8,363571.1028,0
11.9,2050.083748,10,404.0,418157.4078,0
14.4,2050.358332,12,404.2,501819.6288,0
10.3,2050.850266,14,404.4,457661.5431,0
6.8,2052.828236,16,404.6,403216.3232,0
9.4,2052.924398,18,404.8,497201.22,0
7.5,2054.186838,20,405.0,467771.265,0
7.5,2054.804168,22,405.2,491356.2285,0
6.3,2055.21488,24,405.4,470103.7977,0
10.0,2055.426179,26,405.6,639528.8013,0
3.8,2055.846978,28,405.8,400770.3492,0
7.1,2057.368793,30,406.0,567177.9795,0
23.8,2057.618946,32,406.2,1421733.557,0
15.8,2059.313003,34,406.4,1073259.711,0
